t,x,y,z,vx,vy,vz,ox,oy,oz,wx,wy,wz
0.19398999,-0.31605345,0.18053573,0.80093116,0.7495177,-5.1539803,-2.3610964,7.148971,-0.0034615716,-31.875835,1.381977,-2.0927153,-0.24865927
0.1951586,-0.31605172,0.1805183,0.8009295,0.74951535,-5.1539416,-2.361093,7.1486063,-0.0034622673,-31.875671,1.3818713,-2.092186,-0.24865371
0.19632721,-0.31604996,0.1805012,0.8009276,0.74951327,-5.1539054,-2.3610892,7.148233,-0.0034629349,-31.875513,1.381767,-2.091659,-0.24864817
0.19749583,-0.31604812,0.18048313,0.80092555,0.74951077,-5.1538744,-2.3610854,7.147877,-0.0034636161,-31.875357,1.381662,-2.0911262,-0.24864224
0.19866444,-0.31604642,0.18046573,0.80092436,0.7495084,-5.1538343,-2.3610823,7.147512,-0.003464259,-31.875216,1.381557,-2.090599,-0.24863644
0.19983305,-0.31604475,0.18044862,0.8009223,0.7495065,-5.153801,-2.3610787,7.147157,-0.0034648743,-31.875055,1.3814515,-2.090073,-0.24863093
0.20100167,-0.31604308,0.1804333,0.8009208,0.7495042,-5.1537657,-2.3610759,7.1468015,-0.0034655512,-31.874912,1.3813466,-2.089558,-0.24862601
0.20217028,-0.31604132,0.18041673,0.80091864,0.7495018,-5.1537395,-2.3610723,7.1464486,-0.0034661714,-31.874754,1.3812411,-2.0890348,-0.24862036
0.2033389,-0.3160396,0.1804007,0.8009174,0.74949956,-5.1537013,-2.3610685,7.146097,-0.0034667812,-31.8746,1.3811353,-2.0885131,-0.24861479
0.20450751,-0.31603816,0.18038383,0.80091584,0.74949753,-5.153673,-2.3610656,7.1457477,-0.0034673824,-31.874464,1.3810295,-2.0879917,-0.2486089
0.20567612,-0.31603637,0.180368,0.80091345,0.74949586,-5.1536365,-2.3610628,7.1454043,-0.0034680339,-31.874294,1.3809242,-2.0874727,-0.24860375
0.20684475,-0.3160348,0.18035114,0.8009121,0.7494936,-5.1536026,-2.3610594,7.145053,-0.0034685873,-31.874166,1.3808184,-2.0869505,-0.24859825
0.20801336,-0.31603307,0.18033493,0.80091095,0.74949133,-5.1535707,-2.3610559,7.144714,-0.0034692348,-31.874023,1.380713,-2.0864313,-0.24859264
0.20918198,-0.31603146,0.18032002,0.80090886,0.74948895,-5.1535435,-2.3610525,7.144383,-0.0034697987,-31.873878,1.380607,-2.085917,-0.24858734
0.21035059,-0.31602985,0.18030536,0.80090815,0.7494868,-5.153507,-2.36105,7.144045,-0.0034703866,-31.873743,1.380501,-2.0854092,-0.24858227
0.2115192,-0.3160282,0.1802882,0.8009063,0.7494846,-5.153469,-2.361047,7.1437097,-0.0034709761,-31.873596,1.3803946,-2.084886,-0.24857636
0.21268782,-0.31602666,0.18027276,0.8009047,0.74948263,-5.153446,-2.3610437,7.143373,-0.0034715354,-31.873463,1.3802881,-2.0843725,-0.24857105
0.21385643,-0.31602508,0.18025994,0.80090356,0.74948055,-5.153415,-2.3610399,7.1430435,-0.0034721522,-31.873325,1.3801823,-2.0838714,-0.24856634
0.21502504,-0.31602356,0.1802442,0.8009019,0.74947846,-5.153384,-2.361037,7.142717,-0.0034726767,-31.873217,1.3800756,-2.0833561,-0.24856052
0.21619366,-0.316022,0.18022817,0.8009005,0.74947625,-5.153352,-2.3610344,7.142405,-0.0034732355,-31.873066,1.3799696,-2.0828414,-0.24855508
0.21736227,-0.31602052,0.18021391,0.80089873,0.7494746,-5.1533203,-2.361032,7.1420774,-0.0034738365,-31.87293,1.3798634,-2.0823355,-0.24854986
0.2185309,-0.31601894,0.18020026,0.8008973,0.74947274,-5.153292,-2.3610291,7.1417565,-0.003474392,-31.872807,1.3797563,-2.0818324,-0.24854489
0.2196995,-0.31601742,0.18018328,0.80089605,0.7494707,-5.1532626,-2.3610258,7.141443,-0.0034749322,-31.872696,1.3796504,-2.0813134,-0.24853884
0.22086811,-0.31601593,0.1801682,0.80089474,0.74946886,-5.15323,-2.3610227,7.1411214,-0.0034754495,-31.872581,1.3795433,-2.0808032,-0.24853331
0.22203673,-0.31601447,0.18015347,0.8008931,0.7494669,-5.153205,-2.3610206,7.1408215,-0.0034759766,-31.872448,1.3794354,-2.080295,-0.24852806
0.22320534,-0.31601295,0.18013887,0.80089134,0.74946487,-5.153177,-2.3610177,7.140507,-0.0034765173,-31.872326,1.3793286,-2.0797892,-0.24852261
0.22437397,-0.31601155,0.18012659,0.80088985,0.7494625,-5.153145,-2.3610148,7.1402044,-0.0034770118,-31.872211,1.3792214,-2.079293,-0.2485179
0.22554258,-0.31601003,0.18011223,0.8008888,0.7494606,-5.153116,-2.3610125,7.139886,-0.0034775115,-31.872087,1.3791136,-2.0787902,-0.24851224
0.22671118,-0.31600866,0.1800981,0.80088747,0.7494584,-5.153088,-2.3610091,7.13959,-0.00347796,-31.87198,1.3790073,-2.078287,-0.24850696
0.2278798,-0.31600726,0.18008451,0.80088615,0.74945664,-5.153058,-2.3610067,7.139285,-0.0034785068,-31.871874,1.3788997,-2.0777862,-0.24850197
0.22904842,-0.31600577,0.18006964,0.8008849,0.74945474,-5.1530337,-2.3610036,7.1389914,-0.0034790006,-31.87175,1.3787926,-2.0772817,-0.24849641
0.23021702,-0.31600446,0.18005557,0.80088365,0.7494529,-5.1530046,-2.361001,7.1386957,-0.0034794924,-31.871641,1.3786846,-2.0767794,-0.24849108
0.23138565,-0.31600305,0.1800415,0.8008818,0.749451,-5.1529756,-2.360998,7.138405,-0.0034799885,-31.871521,1.3785772,-2.0762773,-0.24848564
0.23255426,-0.31600168,0.18002816,0.8008808,0.74944884,-5.1529465,-2.3609965,7.1380987,-0.0034804523,-31.871431,1.3784696,-2.0757804,-0.24848028
0.23372288,-0.31600025,0.18001421,0.8008795,0.74944705,-5.152925,-2.3609931,7.137815,-0.0034809236,-31.871319,1.3783613,-2.0752797,-0.24847494
0.23489149,-0.315999,0.18000211,0.8008784,0.7494454,-5.152898,-2.360991,7.1375246,-0.003481339,-31.871212,1.3782527,-2.07479,-0.24846974
0.2360601,-0.31599766,0.17998947,0.80087644,0.7494436,-5.1528716,-2.360988,7.137254,-0.0034818598,-31.871109,1.3781457,-2.0742955,-0.24846466
0.23722872,-0.3159963,0.17997529,0.8008755,0.74944156,-5.1528463,-2.3609853,7.1369586,-0.0034823038,-31.871017,1.3780372,-2.0737953,-0.24845915
0.23839733,-0.3159949,0.17996253,0.8008741,0.74943984,-5.152818,-2.3609827,7.1366854,-0.0034827297,-31.87091,1.3779294,-2.0733013,-0.24845432
0.23956594,-0.3159938,0.17994894,0.80087286,0.7494381,-5.1527953,-2.3609805,7.1363993,-0.0034831462,-31.87083,1.3778205,-2.0728061,-0.24844871
0.24073456,-0.31599233,0.1799369,0.80087197,0.74943626,-5.1527686,-2.3609786,7.1361284,-0.0034835616,-31.870726,1.3777128,-2.0723166,-0.24844341
0.24190317,-0.31599095,0.17992269,0.8008705,0.7494348,-5.1527433,-2.3609755,7.135857,-0.0034840077,-31.870642,1.3776047,-2.0718167,-0.24843782
0.2430718,-0.31598976,0.17991106,0.8008694,0.74943286,-5.1527133,-2.3609736,7.1355796,-0.0034844696,-31.870544,1.3774947,-2.071332,-0.24843289
0.2442404,-0.31598845,0.17989825,0.8008677,0.7494311,-5.152694,-2.360972,7.135312,-0.003484859,-31.870455,1.3773866,-2.0708385,-0.24842769
0.24540901,-0.31598732,0.17988537,0.8008668,0.74942905,-5.152662,-2.360969,7.135038,-0.0034852654,-31.870363,1.3772774,-2.0703485,-0.248422
0.24657764,-0.31598595,0.17987357,0.80086577,0.74942714,-5.152642,-2.3609664,7.1347766,-0.003485646,-31.870287,1.377169,-2.069862,-0.24841714
0.24774624,-0.31598464,0.17986111,0.80086464,0.7494257,-5.1526194,-2.360965,7.1345115,-0.003486019,-31.870182,1.3770596,-2.0693736,-0.24841183
0.24891487,-0.31598336,0.17984919,0.8008631,0.74942386,-5.152591,-2.3609622,7.1342535,-0.0034864505,-31.8701,1.3769494,-2.0688875,-0.2484064
0.25008348,-0.3159823,0.17983715,0.8008617,0.74942225,-5.1525674,-2.3609595,7.1339912,-0.0034867965,-31.870028,1.3768418,-2.068401,-0.24840143
0.25125208,-0.3159809,0.17982672,0.80086046,0.74942064,-5.152546,-2.3609579,7.1337323,-0.00348728,-31.869934,1.3767319,-2.067921,-0.24839613
0.2524207,-0.3159799,0.17981409,0.80085963,0.7494189,-5.152524,-2.3609555,7.133485,-0.0034876438,-31.869862,1.3766217,-2.0674353,-0.24839102
0.25358933,-0.31597865,0.1798024,0.8008582,0.74941725,-5.1525035,-2.3609536,7.133225,-0.0034880096,-31.869781,1.3765124,-2.0669513,-0.24838568
0.25475794,-0.31597745,0.17978935,0.8008571,0.74941546,-5.1524706,-2.3609517,7.1329846,-0.0034883888,-31.869694,1.3764035,-2.0664623,-0.24838008
0.25592655,-0.31597632,0.1797811,0.8008565,0.749414,-5.15245,-2.3609495,7.132733,-0.0034886827,-31.869637,1.3762928,-2.0659974,-0.2483757
0.25709516,-0.31597504,0.17976953,0.8008558,0.74941236,-5.1524286,-2.3609474,7.1324778,-0.0034890738,-31.869543,1.3761841,-2.0655146,-0.24837068
0.25826377,-0.31597394,0.17975713,0.80085427,0.74941075,-5.1524067,-2.3609447,7.132237,-0.0034894033,-31.869478,1.376073,-2.0650294,-0.24836476
0.25943238,-0.31597278,0.17974718,0.8008536,0.7494091,-5.152387,-2.3609436,7.131995,-0.0034898135,-31.8694,1.3759638,-2.064556,-0.24835998
0.260601,-0.31597173,0.17973454,0.80085254,0.7494072,-5.1523623,-2.3609414,7.131753,-0.003490096,-31.86933,1.3758543,-2.0640705,-0.24835487
0.26176962,-0.31597057,0.17972554,0.80085146,0.74940586,-5.152341,-2.3609388,7.1315165,-0.003490461,-31.869268,1.3757437,-2.0636005,-0.24834974
0.26293823,-0.31596947,0.17971434,0.80085003,0.7494041,-5.152321,-2.3609369,7.131272,-0.0034907807,-31.869204,1.375633,-2.0631225,-0.24834451
0.26410684,-0.31596833,0.17970295,0.8008491,0.74940246,-5.152293,-2.360935,7.1310434,-0.0034911612,-31.869137,1.375523,-2.0626428,-0.24833916
0.26527545,-0.31596723,0.17969204,0.80084807,0.74940056,-5.152274,-2.3609324,7.130806,-0.0034914722,-31.86907,1.3754127,-2.0621681,-0.24833365
0.2664441,-0.31596616,0.17968227,0.8008473,0.7493991,-5.152251,-2.3609312,7.1305785,-0.0034917188,-31.869005,1.3753012,-2.0616982,-0.24832891
0.2676127,-0.31596506,0.17967041,0.80084616,0.7493977,-5.152234,-2.360929,7.13035,-0.0034920184,-31.868946,1.3751906,-2.0612166,-0.24832311
0.2687813,-0.31596398,0.17966105,0.8008449,0.74939567,-5.152217,-2.3609278,7.1301246,-0.0034923381,-31.868876,1.3750794,-2.0607495,-0.24831823
0.2699499,-0.3159629,0.17965193,0.8008441,0.74939394,-5.1521955,-2.3609262,7.1299043,-0.003492723,-31.868809,1.3749691,-2.0602813,-0.24831294
0.27111852,-0.31596187,0.17964111,0.800843,0.74939257,-5.152181,-2.360924,7.1296806,-0.0034929684,-31.868752,1.3748584,-2.0598075,-0.24830794
0.27228716,-0.31596094,0.17963187,0.80084217,0.7493911,-5.15216,-2.3609228,7.1294537,-0.0034932273,-31.868706,1.3747468,-2.0593433,-0.24830326
0.27345577,-0.31595987,0.17962156,0.80084103,0.7493892,-5.1521378,-2.3609211,7.1292357,-0.0034935793,-31.868658,1.3746356,-2.05887,-0.2482977
0.27462438,-0.3159588,0.17961226,0.80084014,0.7493882,-5.152119,-2.3609183,7.1290174,-0.0034938008,-31.8686,1.3745235,-2.0584052,-0.24829258
0.275793,-0.31595764,0.17959963,0.800839,0.7493864,-5.152095,-2.3609166,7.1287947,-0.003494092,-31.868551,1.3744109,-2.0579214,-0.24828671
0.2769616,-0.31595677,0.17959164,0.80083823,0.7493852,-5.1520796,-2.3609145,7.128589,-0.00349436,-31.868502,1.3743001,-2.0574646,-0.24828175
0.27813023,-0.31595573,0.17958061,0.80083704,0.7493836,-5.152055,-2.3609135,7.128376,-0.0034946674,-31.86845,1.374189,-2.0569897,-0.2482761
0.27929884,-0.31595477,0.17957036,0.8008357,0.749382,-5.1520424,-2.3609118,7.128165,-0.0034949088,-31.868397,1.3740773,-2.05652,-0.24827084
0.28046745,-0.31595385,0.17956214,0.8008352,0.7493801,-5.1520224,-2.3609097,7.127956,-0.0034951835,-31.86834,1.3739645,-2.0560615,-0.24826597
0.28163606,-0.31595284,0.17955337,0.80083454,0.7493789,-5.152004,-2.3609087,7.1277556,-0.0034954026,-31.868305,1.3738523,-2.0555992,-0.24826083
0.28280467,-0.3159519,0.17954402,0.80083376,0.74937725,-5.1519847,-2.3609068,7.1275444,-0.0034956653,-31.868256,1.3737394,-2.0551367,-0.24825561
0.2839733,-0.315951,0.17953472,0.8008327,0.7493757,-5.1519732,-2.3609052,7.1273527,-0.0034958986,-31.86822,1.3736274,-2.0546734,-0.24825041
0.28514192,-0.31595,0.17952548,0.8008318,0.7493745,-5.151951,-2.3609042,7.127145,-0.0034961847,-31.86818,1.3735154,-2.0542095,-0.248245
0.28631052,-0.31594908,0.17951618,0.80083084,0.7493732,-5.1519303,-2.3609025,7.1269436,-0.0034963628,-31.868134,1.3734034,-2.053746,-0.24823967
0.28747913,-0.3159481,0.17950703,0.8008303,0.7493716,-5.151915,-2.3609009,7.1267443,-0.0034966217,-31.868088,1.373291,-2.0532856,-0.24823454
0.28864774,-0.31594723,0.1794975,0.8008292,0.7493701,-5.1519012,-2.3608997,7.1265526,-0.003496873,-31.86805,1.3731779,-2.0528228,-0.2482291
0.28981635,-0.31594637,0.17948957,0.80082816,0.7493687,-5.1518855,-2.3608978,7.1263666,-0.003497066,-31.868013,1.3730651,-2.052366,-0.24822392
0.290985,-0.3159454,0.17948093,0.80082786,0.74936736,-5.1518736,-2.3608963,7.1261663,-0.0034972888,-31.86798,1.372952,-2.0519102,-0.24821858
0.2921536,-0.31594464,0.17947109,0.8008271,0.7493657,-5.1518526,-2.360895,7.125979,-0.0034974916,-31.867939,1.3728391,-2.0514443,-0.24821298
0.2933222,-0.31594363,0.1794631,0.8008265,0.7493644,-5.1518354,-2.3608935,7.125786,-0.0034976772,-31.867903,1.372726,-2.05099,-0.24820817
0.2944908,-0.31594288,0.17945488,0.8008257,0.7493629,-5.151819,-2.3608918,7.1256003,-0.0034979358,-31.867878,1.3726131,-2.0505345,-0.248203
0.29565942,-0.3159419,0.17944689,0.80082476,0.7493615,-5.151802,-2.3608904,7.125417,-0.0034981202,-31.867846,1.3724996,-2.0500813,-0.24819757
0.29682806,-0.31594113,0.17943873,0.80082375,0.74936044,-5.1517887,-2.3608892,7.1252365,-0.003498387,-31.86781,1.3723855,-2.0496278,-0.24819241
0.29799667,-0.3159403,0.17943133,0.8008233,0.7493588,-5.151766,-2.3608875,7.125055,-0.0034984907,-31.867786,1.3722723,-2.049176,-0.24818732
0.29916528,-0.31593952,0.17942299,0.80082184,0.7493575,-5.1517572,-2.3608868,7.124876,-0.00349866,-31.86776,1.3721584,-2.0487213,-0.24818185
0.3003339,-0.31593862,0.17941476,0.8008215,0.749356,-5.1517396,-2.3608856,7.124695,-0.0034988616,-31.867722,1.3720449,-2.0482671,-0.24817637
0.3015025,-0.31593782,0.1794066,0.8008207,0.7493548,-5.15172,-2.3608847,7.124519,-0.0034990718,-31.867702,1.3719307,-2.0478156,-0.24817136
0.30267113,-0.315937,0.17939897,0.8008197,0.74935335,-5.1517105,-2.3608828,7.124344,-0.003499193,-31.86769,1.3718171,-2.047364,-0.24816589
0.30383974,-0.31593618,0.17939158,0.8008194,0.7493521,-5.151694,-2.360882,7.124175,-0.0034994355,-31.867643,1.3717031,-2.0469146,-0.24816069
0.30500835,-0.3159353,0.17938472,0.8008186,0.7493506,-5.1516767,-2.360881,7.124005,-0.003499601,-31.867624,1.3715878,-2.0464697,-0.24815553
0.30617696,-0.31593454,0.1793767,0.80081755,0.7493499,-5.1516657,-2.36088,7.123833,-0.0034997023,-31.867613,1.3714741,-2.046018,-0.24815032
0.30734557,-0.3159337,0.17937015,0.80081713,0.74934804,-5.1516485,-2.3608782,7.123654,-0.0034998395,-31.867605,1.3713593,-2.0455737,-0.24814527
0.3085142,-0.31593296,0.17936252,0.80081606,0.74934703,-5.151637,-2.360877,7.1234913,-0.003500056,-31.86757,1.3712456,-2.0451255,-0.24813947
0.30968282,-0.3159323,0.17935435,0.8008157,0.74934566,-5.151622,-2.3608758,7.1233363,-0.003500193,-31.867556,1.371131,-2.0446737,-0.24813408
0.31085142,-0.31593135,0.17934756,0.8008149,0.7493444,-5.1516066,-2.3608754,7.1231747,-0.0035003196,-31.867542,1.371016,-2.0442276,-0.2481289
0.31202003,-0.31593066,0.17933987,0.80081433,0.7493429,-5.1515965,-2.3608747,7.1230035,-0.0035004567,-31.86754,1.3709004,-2.0437818,-0.2481234
0.31318864,-0.31592998,0.17933194,0.8008138,0.74934185,-5.151583,-2.3608725,7.122852,-0.0035006055,-31.867516,1.370785,-2.0433314,-0.24811763
0.31435725,-0.31592932,0.17932568,0.80081314,0.7493406,-5.1515684,-2.360872,7.1226892,-0.0035007412,-31.867508,1.3706701,-2.0428915,-0.24811244
0.3155259,-0.31592864,0.17931937,0.80081236,0.7493392,-5.1515584,-2.3608713,7.12254,-0.0035008683,-31.867496,1.3705541,-2.0424523,-0.24810705
0.3166945,-0.3159278,0.17931198,0.80081207,0.74933785,-5.1515446,-2.3608696,7.122379,-0.003500963,-31.867495,1.3704396,-2.0420065,-0.24810173
0.3178631,-0.31592715,0.17930518,0.8008109,0.7493369,-5.1515326,-2.3608682,7.122227,-0.0035010704,-31.867476,1.3703235,-2.0415626,-0.24809638
0.31903172,-0.3159265,0.17929856,0.8008105,0.7493355,-5.1515203,-2.3608675,7.1220737,-0.003501195,-31.867474,1.370209,-2.0411215,-0.24809103
0.32020032,-0.31592566,0.17929189,0.80081016,0.7493342,-5.151508,-2.3608663,7.121923,-0.0035012588,-31.86746,1.3700917,-2.0406797,-0.2480856
0.32136896,-0.3159251,0.1792842,0.80080914,0.74933314,-5.151496,-2.360865,7.1217766,-0.003501418,-31.867455,1.369977,-2.0402355,-0.24807987
0.32253757,-0.31592444,0.17927806,0.800809,0.7493317,-5.1514845,-2.3608649,7.121634,-0.0035014893,-31.867437,1.3698612,-2.039797,-0.24807473
0.32370618,-0.3159237,0.17927073,0.8008084,0.7493304,-5.151474,-2.3608634,7.1214857,-0.0035015717,-31.867441,1.3697456,-2.0393524,-0.24806899
0.3248748,-0.31592306,0.17926417,0.8008076,0.74932945,-5.15146,-2.360864,7.121342,-0.00350171,-31.867437,1.3696277,-2.038914,-0.24806347
0.3260434,-0.31592238,0.17925869,0.80080694,0.7493284,-5.151452,-2.360863,7.1211934,-0.0035017887,-31.867428,1.3695118,-2.0384793,-0.24805793
0.32721204,-0.31592178,0.17925306,0.80080664,0.74932706,-5.151439,-2.3608613,7.1210427,-0.0035019158,-31.86743,1.3693949,-2.0380464,-0.24805285
0.32838064,-0.31592113,0.17924692,0.800806,0.74932593,-5.151426,-2.3608603,7.12091,-0.0035019685,-31.867434,1.3692789,-2.0376086,-0.24804707
0.32954925,-0.31592053,0.17923988,0.8008054,0.74932474,-5.151412,-2.3608596,7.1207733,-0.0035019987,-31.867443,1.369162,-2.0371678,-0.24804163
0.33071786,-0.31592,0.17923547,0.80080503,0.7493234,-5.151404,-2.3608592,7.1206336,-0.0035020674,-31.867441,1.3690454,-2.0367417,-0.24803641
0.33188647,-0.31591928,0.17922987,0.8008047,0.7493223,-5.151395,-2.3608584,7.1205087,-0.003502167,-31.867443,1.368928,-2.0363078,-0.24803095
0.3330551,-0.31591868,0.17922421,0.80080396,0.74932075,-5.151381,-2.3608577,7.1203656,-0.0035022248,-31.867453,1.3688105,-2.0358741,-0.24802543
0.33422372,-0.31591806,0.17921771,0.8008031,0.7493201,-5.151371,-2.3608568,7.1202435,-0.0035023156,-31.867447,1.3686949,-2.035437,-0.24801984
0.33539233,-0.31591743,0.17921193,0.800803,0.74931866,-5.151358,-2.360855,7.1201057,-0.0035023682,-31.867453,1.3685763,-2.035004,-0.24801393
0.33656093,-0.31591687,0.1792065,0.8008024,0.7493178,-5.1513495,-2.3608546,7.1199827,-0.003502448,-31.867458,1.3684597,-2.0345733,-0.24800842
0.33772954,-0.31591624,0.17920066,0.800802,0.7493165,-5.151342,-2.3608546,7.1198454,-0.003502517,-31.86746,1.3683423,-2.0341406,-0.24800299
0.33889818,-0.3159157,0.17919655,0.8008013,0.7493153,-5.151336,-2.3608534,7.1197257,-0.0035025482,-31.86746,1.3682243,-2.0337152,-0.2479977
0.3400668,-0.315915,0.17918964,0.80080074,0.7493144,-5.151323,-2.360853,7.1196074,-0.0035026008,-31.867472,1.3681068,-2.0332782,-0.24799174
0.3412354,-0.31591448,0.17918415,0.80079997,0.74931324,-5.1513147,-2.3608522,7.119483,-0.0035026213,-31.86749,1.3679897,-2.0328472,-0.24798623
0.342404,-0.31591398,0.17917968,0.80079937,0.7493118,-5.1513085,-2.3608515,7.119358,-0.0035026488,-31.867502,1.3678707,-2.0324225,-0.24798061
0.34357262,-0.3159135,0.17917497,0.800799,0.7493111,-5.1512985,-2.3608518,7.119236,-0.0035026679,-31.86752,1.3677516,-2.0319967,-0.24797493
0.34474123,-0.31591293,0.17917062,0.8007981,0.7493101,-5.1512876,-2.36085,7.1191273,-0.003502709,-31.867537,1.367634,-2.031572,-0.24796955
0.34590986,-0.31591237,0.17916466,0.8007981,0.74930906,-5.1512804,-2.3608496,7.1190095,-0.0035027375,-31.86755,1.367516,-2.0311425,-0.24796364
0.34707847,-0.31591177,0.17915995,0.8007975,0.74930805,-5.1512713,-2.3608491,7.11889,-0.0035027715,-31.867569,1.3673974,-2.0307167,-0.24795817
0.34824708,-0.31591132,0.17915423,0.8007971,0.7493067,-5.1512613,-2.3608491,7.1187644,-0.0035027545,-31.867588,1.3672782,-2.0302868,-0.2479522
0.3494157,-0.31591082,0.17915024,0.8007967,0.74930567,-5.151251,-2.3608482,7.11866,-0.0035027647,-31.867594,1.3671592,-2.029866,-0.24794665
0.3505843,-0.31591034,0.17914443,0.8007965,0.7493047,-5.1512446,-2.3608477,7.1185384,-0.003502743,-31.867619,1.3670404,-2.0294363,-0.24794064
0.3517529,-0.3159098,0.17914055,0.80079603,0.7493036,-5.151237,-2.360848,7.1184373,-0.0035027596,-31.867636,1.3669215,-2.0290163,-0.24793556
0.35292152,-0.31590936,0.17913614,0.80079556,0.74930257,-5.1512284,-2.360847,7.118325,-0.0035027736,-31.867659,1.3668026,-2.0285943,-0.2479297
0.35409012,-0.3159088,0.17913108,0.8007948,0.74930143,-5.1512175,-2.3608465,7.118214,-0.0035028139,-31.867682,1.3666835,-2.0281677,-0.24792366
0.35525876,-0.31590828,0.17912708,0.8007948,0.7493006,-5.1512156,-2.360846,7.1181164,-0.0035027668,-31.8677,1.3665639,-2.0277493,-0.24791792
0.35642737,-0.31590793,0.17912255,0.80079454,0.7492993,-5.1512036,-2.3608453,7.1180058,-0.003502755,-31.867723,1.3664445,-2.027327,-0.24791214
0.35759598,-0.31590742,0.17911951,0.80079424,0.74929845,-5.1511974,-2.360846,7.11791,-0.0035027764,-31.867743,1.3663237,-2.0269127,-0.24790648
0.3587646,-0.3159069,0.17911385,0.8007934,0.7492976,-5.1511874,-2.360845,7.117804,-0.003502778,-31.867764,1.3662062,-2.026485,-0.2479006
0.3599332,-0.31590638,0.1791098,0.8007933,0.7492966,-5.151187,-2.3608446,7.11771,-0.003502722,-31.867786,1.3660845,-2.0260658,-0.24789473
0.3611018,-0.31590602,0.17910437,0.80079305,0.74929535,-5.1511793,-2.3608444,7.117608,-0.0035026711,-31.867807,1.3659651,-2.0256402,-0.24788877
0.36227044,-0.31590563,0.17910223,0.8007926,0.7492946,-5.1511726,-2.360844,7.1175137,-0.003502689,-31.867853,1.3658441,-2.0252326,-0.24788332
0.36343905,-0.31590512,0.17909794,0.8007921,0.74929345,-5.151169,-2.3608437,7.117417,-0.0035026297,-31.867874,1.3657242,-2.024813,-0.24787714
0.36460766,-0.31590462,0.17909364,0.8007915,0.74929255,-5.1511645,-2.3608427,7.1173167,-0.0035026437,-31.867908,1.3656033,-2.024393,-0.24787119
0.36577627,-0.31590435,0.17909048,0.80079114,0.74929154,-5.151156,-2.3608427,7.1172237,-0.0035026106,-31.867939,1.3654838,-2.0239806,-0.24786584
0.36694488,-0.31590387,0.17908655,0.80079067,0.74929047,-5.15115,-2.3608425,7.1171284,-0.0035025799,-31.867964,1.3653626,-2.0235627,-0.24785995
0.36811352,-0.31590346,0.17908286,0.8007903,0.7492898,-5.151144,-2.3608415,7.117027,-0.0035025207,-31.867994,1.3652422,-2.023148,-0.24785373
0.36928213,-0.31590292,0.1790788,0.80079037,0.7492887,-5.1511345,-2.360842,7.116941,-0.0035024877,-31.868027,1.3651214,-2.0227323,-0.24784812
0.37045074,-0.31590256,0.17907624,0.8007903,0.749288,-5.151131,-2.360841,7.1168523,-0.0035024593,-31.868076,1.3649999,-2.022323,-0.24784216
0.37161934,-0.3159022,0.17907272,0.8007901,0.7492872,-5.151119,-2.3608403,7.1167703,-0.0035024188,-31.868101,1.3648791,-2.0219095,-0.24783632
0.37278795,-0.31590188,0.17906903,0.80078954,0.7492857,-5.1511154,-2.3608406,7.116688,-0.003502368,-31.86814,1.3647581,-2.021494,-0.2478302
0.3739566,-0.31590152,0.17906581,0.8007889,0.74928445,-5.151111,-2.3608406,7.116591,-0.0035022828,-31.868174,1.364636,-2.0210829,-0.24782448
0.3751252,-0.31590116,0.17906182,0.800789,0.7492843,-5.1511016,-2.3608403,7.1165147,-0.0035022346,-31.868206,1.3645153,-2.020668,-0.24781813
0.3762938,-0.31590077,0.1790589,0.80078864,0.7492829,-5.151098,-2.3608406,7.116425,-0.0035021773,-31.868248,1.3643923,-2.0202582,-0.24781233
0.37746242,-0.31590042,0.17905639,0.8007885,0.74928224,-5.15109,-2.3608398,7.1163573,-0.003502113,-31.868282,1.3642714,-2.0198517,-0.24780627
0.37863103,-0.3159001,0.17905389,0.8007886,0.74928147,-5.151087,-2.36084,7.1162786,-0.0035020462,-31.86831,1.3641483,-2.0194452,-0.2478006
0.37979966,-0.31589967,0.17904972,0.8007878,0.74928033,-5.1510844,-2.3608403,7.116195,-0.0035019598,-31.868351,1.364026,-2.0190277,-0.24779391
0.38096827,-0.31589934,0.17904629,0.80078745,0.74927956,-5.151076,-2.3608398,7.116116,-0.0035018523,-31.868393,1.363905,-2.018617,-0.2477875
0.38213688,-0.31589898,0.17904343,0.8007873,0.7492784,-5.151072,-2.3608394,7.1160393,-0.003501824,-31.868422,1.3637824,-2.0182097,-0.24778174
0.3833055,-0.3158987,0.1790414,0.80078727,0.7492774,-5.1510696,-2.3608398,7.1159625,-0.0035017275,-31.868477,1.3636603,-2.0178058,-0.24777606
0.3844741,-0.31589833,0.17903848,0.8007867,0.74927694,-5.1510625,-2.3608396,7.115894,-0.0035016597,-31.868504,1.3635365,-2.0173967,-0.24777
0.38564274,-0.31589806,0.17903592,0.8007866,0.7492764,-5.151058,-2.3608394,7.1158166,-0.003501542,-31.868565,1.3634137,-2.0169923,-0.24776392
0.38681135,-0.31589776,0.17903228,0.80078655,0.74927527,-5.1510534,-2.3608398,7.1157494,-0.0035014865,-31.868616,1.3632913,-2.016582,-0.24775699
0.38797995,-0.3158975,0.17903043,0.8007865,0.7492743,-5.15105,-2.3608396,7.115682,-0.0035014048,-31.868649,1.3631684,-2.0161798,-0.2477512
0.38914856,-0.31589705,0.17902805,0.80078614,0.7492735,-5.151048,-2.3608396,7.1156178,-0.0035012946,-31.868687,1.3630456,-2.015774,-0.24774504
